Feature,Coefficient
Intercept,4230.227758365589
Mach,-4147.131333151458
AoA,36.34008223205579
Mach^2,1719.122987055885
Mach AoA,219.2689478453301
AoA^2,-49.893431026046606
Mach^3,-257.0534362723535
Mach^2 AoA,9.020062656177965
Mach AoA^2,-28.15517437871121
AoA^3,7.323061649797832
Mach^4,12.601513594290358
Mach^3 AoA,-1.907582729986723
Mach^2 AoA^2,4.25154955675262
Mach AoA^3,0.7596640235095063
AoA^4,-0.23220446249880763
