Feature,Coefficient
Intercept,1547.9282897692174
Mach,-289.9413782051451
AoA,-273.6060202876732
Mach^2,192.18806453641682
Mach AoA,140.01884113278592
AoA^2,43.78818262864058
Mach^3,-21.243769977391448
Mach^2 AoA,4.085380048328531
Mach AoA^2,-15.315262603399303
AoA^3,-1.2667297383044598
Mach^4,0.8898742980118955
Mach^3 AoA,-0.16147621743744753
Mach^2 AoA^2,2.546309754048255
Mach AoA^3,0.8883227813304395
AoA^4,-0.09284048607265914
