Feature,Coefficient
Intercept,-480.066450724873
Mach,620.2613684618118
AoA,204.4540912404446
Mach^2,634.2412799369289
Mach AoA,68.4994629762801
AoA^2,-18.211608545814162
Mach^3,-71.67167550239435
Mach^2 AoA,70.50803277396739
Mach AoA^2,-6.2493786275199605
AoA^3,3.281245336450187
Mach^4,3.188120607478564
Mach^3 AoA,-1.7171551676810035
Mach^2 AoA^2,3.533016214768363
Mach AoA^3,-0.13394246198820595
AoA^4,-0.1650828030421345
