Feature,Coefficient
Intercept,-293.7154002448806
Mach,1924.170298122821
AoA,-2533.2490585597106
Mach^2,437.04513062249384
Mach AoA,359.7236202019589
AoA^2,1056.3848286763778
Mach^3,-80.86972251097703
Mach^2 AoA,5.685831096802698
Mach AoA^2,49.23307059049771
AoA^3,-129.135872785188
Mach^4,3.303561323205758
Mach^3 AoA,2.5832894283389107
Mach^2 AoA^2,6.221158624262624
Mach AoA^3,-3.454816406869234
AoA^4,4.892937073086558
