Feature,Coefficient
Intercept,1426.136880082022
Mach,-93.86580334406277
AoA,-474.7289922367759
Mach^2,31.852256794751597
Mach AoA,303.0834813339111
AoA^2,63.59514234009763
Mach^3,-1.1835263566307204
Mach^2 AoA,-29.358796835077335
Mach AoA^2,-17.743689766009258
AoA^3,-2.8860387511492553
Mach^4,0.00816205052881337
Mach^3 AoA,1.149201043275565
Mach^2 AoA^2,3.04372294772524
Mach AoA^3,1.0583983955012684
AoA^4,0.00018447643817790378
